ID,Plant Name,Latin Name,Water Level,Sunlight Level
2120,Sapucaia tree,Copaifera coriacea,M,SN
2121,"Hoepel, Guyanense Copaiba",Copaifera guyanensis,M,SN
2122,"Copaiba, Langsdorf's copaifera",Copaifera langsdorffii,M,FS
2123,"Copaiba Balsam, Medicinal Copaiba",Copaifera officinalis,DM,FS
2124,"Copaiba, Reticulated Copaiba, Copaiba Balsam",Copaifera reticulata,DM,FS
2125,"Caranday Palm, Caranda Palm, Caranda Palm Wax",Copernicia alba,M,SN
2126,,Coprosma atropurpurea,M,SN
2127,Native Currant,Coprosma billardieri,M,SN
2128,,Coprosma brunnea,M,SN
2129,,Coprosma grandifolia,M,SN
2130,,Coprosma pumila,M,SN
2131,"Mirror Plant, Creeping mirrorplant",Coprosma repens,M,SN
2132,,Coptis brachypetala,M,S
2133,,Coptis japonica,M,SN
2134,"Goldthread, Threeleaf goldthread",Coptis trifolia,M,S
2135,"Ecuador laurel, Cypre, Onion Cordia, Laurel Blanco",Cordia alliodora,M,N
2136,Muneco,Cordia bicolor,M,N
2137,Cabbage Tree,Cordyline australis,M,SN
2138,Cabbage Tree,Cordyline indivisa,M,SN
2139,Pink tickseed,Coreopsis rosea,DMWe,SN
2140,"Coreopsis, Golden tickseed, Atkinson's tickseed, Dyer's Coreopsis, Plains Coreopsis, Annual  Coreops",Coreopsis tinctoria,DM,N
2141,Coreopsis,Coreopsis tinctoria atkinsoniana,DM,N
2142,Whorled tickseed,Coreopsis verticillata,DM,N
2143,,Coriaria microphylla,M,SN
2144,Tuhu,Coriaria sarmentosa,M,N
2145,Silky Dogwood,Cornus amomum,M,SN
2146,Roughleaf Dogwood,Cornus asperifolia drummondii,M,N
2147,,Cornus australis,M,SN
2148,"Creeping Dogwood, Bunchberry dogwood, Bunchberry",Cornus canadensis,M,SN
2149,"Giant Dogwood, Wedding Cake Tree,",Cornus controversa,M,SN
2150,Large-Leaf Dogwood,Cornus macrophylla,M,SN
2151,"Cornelian Cherry, Cornelian Cherry Dogwood",Cornus mas,M,SN
2152,Oblong-Petal Dogwood,Cornus oblonga,M,SN
2153,Western Dogwood,Cornus occidentalis,M,SN
2154,Round-Leaved Dogwood,Cornus rugosa,DM,SN
2155,"Red Osier Dogwood, Western dogwood",Cornus sericea,MWe,SN
2156,"Dwarf Cornel, Lapland cornel",Cornus suecica,M,SN
2157,Crown Vetch,Coronilla varia,DM,N
2158,"Crowfoot, Greater swinecress",Coronopus squamatus,M,SN
2159,Cape Barren Tea,Correa alba,M,N
2160,Pampas Grass,Cortaderia selloana,DM,N
2161,,Corydalis ambigua,M,S
2162,,Corydalis cava,M,S
2163,,Corydalis intermedia,M,S
2164,,Corydalis pallida,M,SN
2165,"Fumewort, Spring fumewort",Corydalis solida,M,S
2166,,Corydalis vaginans,M,SN
2167,"Common Hazel, Common filbert, European Filbert, Harry Lauder's Walking Stick, Corkscrew Hazel, Hazel",Corylus avellana,M,SN
2168,,Corylus avellana pontica,M,SN
2169,Chinese Hazel,Corylus chinensis,M,SN
2170,California Hazel,Corylus cornuta californica,M,SN
2171,Indian Tree Hazel,Corylus jacquemontii,M,SN
2172,"Filbert, Giant filbert",Corylus maxima,M,SN
2173,"Hairy hazel, Japanese hazelnut,",Corylus sieboldiana mandschurica,M,SN
2174,,Corylus tibetica,M,SN
2175,Trazel,Corylus x colurnoides,M,SN
2176,Chinese Trazel,Corylus x vilmorinii,M,SN
2177,"Lemon-Scented Gum, blue spotted gum, lemon eucalyptus, eucalyptus citriodora.",Corymbia citriodora,M,N
2178,"Cosmos, Garden cosmos, Common Cosmos",Cosmos bipinnatus,DM,N
2179,"Spiral Ginger, Ginger lily, White spiral costus.",Costus afer,M,FSN
2180,"Chittamwood, American smoketree",Cotinus obovatus,M,SN
2181,,Cotoneaster bacillaris,DM,SN
2182,,Cotoneaster serotinus,DM,SN
2183,"Sorva, Milk Tree",Couma utilis,M,SN
2184,Cliffrose,Cowania mexicana,DM,N
2185,,Crambe kotschyana,DM,SN
2186,Tartar Bread Plant,Crambe tatarica,M,SN
2187,"Okinawa Spinach, Redflower Ragleaf, Fireweed",Crassocephalum crepidioides,M,FSN
2188,Parsley-Leaved Hawthorn,Crataegus apiifolia,MWe,SN
2189,Pear Hawthorn,Crataegus calpodendron,MWe,SN
2190,Canadian hawthorn,Crataegus canadensis,MWe,SN
2191,"Cockspur hawthorn, Dwarf Hawthorn, Cockspur Hawthorn",Crataegus canbyi,DMWe,SN
2192,Columbian Hawthorn,Crataegus columbiana,MWe,SN
2193,"Cockspur Thorn, Cockspur hawthorn, Dwarf Hawthorn",Crataegus crus-galli,DMWe,SN
2194,Mink hawthorn,Crataegus dispessa,MWe,SN
2195,Caughuawaga Hawthorn,Crataegus durobrivensis,MWe,SN
2196,Scarlet Hawthorn,Crataegus ellwangeriana,MWe,SN
2197,Haw,Crataegus gemosa,MWe,SN
2198,Copenhagen hawthorn,Crataegus intricata,MWe,SN
2199,,Crataegus laciniata,MWe,SN
2200,"Midland Hawthorn, Smooth hawthorn, English  Hawthorn",Crataegus laevigata,MWe,FSN
2201,,Crataegus missouriensis,MWe,SN
2202,"Red Haw, Downy hawthorn",Crataegus mollis,MWe,SN
2203,Western Mayhaw,Crataegus opaca,MWe,SN
2204,"Scarlet Haw, Scarlet hawthorn",Crataegus pedicellata,MWe,SN
2205,Scarlet Haw,Crataegus pedicellata gloriosa,MWe,SN
2206,"Washington Thorn, Washington Hawthorn",Crataegus phaenopyrum,MWe,SN
2207,Chinese Haw,Crataegus pinnatifida,MWe,SN
2208,Chinese Haw,Crataegus pinnatifida major,MWe,SN
2209,Manzanilla,Crataegus pubescens stipulacea,DM,SN
2210,Fleshy hawthorn,Crataegus succulenta,DMWe,SN
2211,"Fiddleleaf hawksbeard, Anderson's hawksbeard, Barber's hawksbeard, Hall's hawksbeard",Crepis runcinata,M,SN
2212,Jicaro. Mexican calabash,Crescentia alata,DM,N
2213,Calabash Tree,Crescentia cujete,M,N
2214,Hardy swamplily,Crinum bulbispermum,M,N
2215,Rock Samphire,Crithmum maritimum,DM,N
2216,,Crocus cancellatus,M,N
2217,Sun Hemp,Crotalaria juncea,M,N
2218,,Crotalaria sessiliflora,M,SN
2219,"Sangre De Grado, Dragon's blood",Croton lechleri,M,N
2220,Croton tree,Croton megalocarpus,M,N
2221,"Sangre De Grado, Dragon's blood",Croton palanostigma,M,N
2222,"Sangre De Grado, Dragon's blood",Croton salutaris,M,N
2223,"Crosswort, Smooth bedstraw",Cruciata laevipes,DM,SN
2224,"Japanese Cedar, Sugi",Cryptomeria japonica,M,N
2225,India Rubber Vine,Cryptostegia grandiflora,M,N
2226,"Mitsuba, Japanese honewort",Cryptotaenia japonica,M,FSN
2227,Cantaloupe Melon,Cucumis melo cantalupensis,M,N
2228,"Cucumber, Garden cucumber",Cucumis sativus,M,N
2229,Cushaw Pumpkin,Cucurbita argyrosperma,M,SN
2230,Coyote Gourd,Cucurbita digitata,DM,N
2231,"Malabar Gourd, Figleaf gourd",Cucurbita ficifolia,MWe,SN
2232,"Silkworm Thorn, Storehousebush",Cudrania tricuspidata,M,N
2233,Cumin - Jeera,Cuminum cyminum,DM,N
2234,"Stone Mint, Common dittany",Cunila origanoides,DM,N
2235,Chinese Fir,Cunninghamia lanceolata,M,N
2236,"Chinese Weeping Cypress, Mourning-cypress",Cupressus funebris,DM,N
2237,Mexican Cypress,Cupressus lusitanica,M,SN
2238,Monterey Cypress,Cupressus macrocarpa,DM,N
2239,"Star grass, Golden-eyed grass",Curculigo orchioides,M,SN
2240,Chinese Dodder,Cuscuta chinensis,M,SN
2241,Japanese Dodder,Cuscuta japonica,M,SN
2242,"Guar, Cluster Bean",Cyamopsis tetragonoloba,DM,N
2243,Lady's Hand,Cyanella lutea,M,SN
2244,Cheese Berry,Cyathodes glauca,M,S
2245,Pink Mountain Berry,Cyathodes parviflora,M,S
2246,"Sago Palm, Queen sago, Fern Palm, Queen Sago Palm",Cycas circinalis,DM,N
2247,"Cycas, Sago Palm",Cycas spp.,DMW,FSN
2248,"Cyclamen, Alpine Violet, Persian Violet",Cyclamen hederifolium,M,FSN
2249,Cuchinito,Cyclanthera brachystachya,M,S
2250,Quince,Cydonia oblonga,M,FSN
2251,Cholla,Cylindropuntia spp.,D,SN
2252,"Plains Springparsley, Fendler's springparsley, Greeley springparsley, Higgins' springparsley",Cymopterus acaulis,DM,SN
2253,Fendler's Springparsley,Cymopterus fendleri,DM,SN
2254,"Gamote, Widewing springparsley",Cymopterus purpurascens,D,N
2255,Cruel Plant,Cynanchum ascyrifolium,M,SN
2256,,Cynanchum japonicum,M,SN
2257,Cardoon,Cynara cardunculus,DM,N
2258,"Uganda ironwood, Muhimbi",Cynometra alexandri,M,N
2259,,Cyperus aristatus,MWe,N
2260,"Jointed flatsedge, Priprioca, Piripiri",Cyperus articulatus,MWeWa,N
2261,"Piripiri, Mexican Papyrus",Cyperus giganteus,WeWa,N
2262,Papyrus. Papyrus sedge,Cyperus papyrus,WeWa,N
2263,Nut Grass,Cyperus rotundus,MWe,N
2264,"Flat sedge, Basket grass,",Cyperus textilis,MWeWa,FSN
2265,Tree Tomato,Cyphomandra betacea,M,N
2266,Casana,Cyphomandra casana,M,N
2267,Nerve Root,Cypripedium calceolus parviflorum,M,SN
2268,Nerve Root,Cypripedium calceolus pubescens,M,SN
2269,"Leatherwood,  Swamp titi, Black Titi, Swamp, Myrtle, Titi Swamp, Leatherwood",Cyrilla racemiflora,M,N
2270,"Cock's Foot, Orchardgrass, Ascherson's orchardgrass",Dactylis glomerata,M,SN
2271,Carrot,Daucus carota sativus,M,N
2272,"Candle larkspur, English Larkspur",Delphinium elatum,M,N
2273,Chrysanthemum,Dendranthema indicum,M,N
2274,,Dendranthema lavandulifolium,M,N
2275,"Chrysanthemum, Cut Mum, Garden Mum, Pot Mum, Florist's  Chrysanthemum",Dendranthema x grandiflorum,M,N
2276,Crinkleroot,Dentaria diphylla,M,FS
2277,Cut-Leaved Toothwort,Dentaria laciniata,M,S
2278,Large Toothwort,Dentaria maxima,M,S
2279,"Carnation, Clove Pink, Border Carnation",Dianthus caryophyllus,DM,N
2280,"Chinese Pink, Rainbow pink, Annual Pink, China Pink",Dianthus chinensis,DM,N
2281,Cheddar Pink,Dianthus gratianopolitanus,D,N
2282,Chocolate Lily,Dichopogon fimbriatus,M,N
2283,Chocolate Lily,Dichopogon strictus,M,N
2284,"Chinese Quinine, Dichroa",Dichroa febrifuga,M,SN
2285,"Marabou Thorn, Sickle Bush",Dichrostachys cinerea,M,SN
2286,"Crab Grass, Hairy crabgrass",Digitaria sanguinalis,M,N
2287,Chinese Yam,Dioscorea batatas,M,SN
2288,"Cush Cush Yam, Sweet yam",Dioscorea trifida,M,SN
2289,"Calamander, kalu mediriya",Diospyros quaesita,DM,N
2290,"Tonka Bean, Brazilian Teak",Dipteryx odorata,M,SN
2291,Crown Wood-Fern,Dryopteris crassirhizoma,M,S
2292,Crested Wood Fern,Dryopteris cristata,M,S
2293,Corkwood,Duboisia myoporoides,M,N
2294,"Mission Lettuce, Fingertips",Dudleya edulis,DM,N
2295,Lanceleaf Liveforever,Dudleya lanceolata,M,SN
2296,"Chalk Lettuce, Chalk dudleya",Dudleya pulverulenta,M,SN
2297,Chinese Water Chestnut,Eleocharis dulcis,WeWa,N
2298,"Common Spike-Rush, Common spikerush",Eleocharis palustris,WeWa,SN
2299,Crested latesummer mint,Elsholtzia ciliata,M,N
2300,Canadian Wild Rye,Elymus canadensis,M,N
2301,Couch Grass,Elytrigia repens,DMWe,FSN
2302,"Cupid's Shaving Brush, Lilac tasselflower",Emilia sonchifolia,M,N
2303,"Crowberry,  Black crowberry,  Black Crowberry",Empetrum nigrum,M,SN
2304,Corkwood Tree,Entelea arborescens,M,N
2305,Willow Herb,Epilobium angustifolium,DM,SN
2306,Codlins And Cream,Epilobium hirsutum,M,N
2307,River Beauty,Epilobium latifolium,M,SN
2308,"Codlins And Cream, Smallflower hairy willowherb",Epilobium parviflorum,MWe,N
2309,"Cornish Heath, Cornish heath",Erica vagans,DM,N
2310,"Heath Goldenrod, Parish's rabbitbrush",Ericameria parishii,M,SN
2311,"Crispleaf Buckwheat, Las Vegas wild buckwheat",Eriogonum corymbosum,DM,N
2312,"Cotton Grass, Tall cottongrass",Eriophorum angustifolium,WeWa,SN
2313,"Cotton Grass, Slender cottongrass",Eriophorum gracile,WeWa,SN
2314,Crowfoot,Erodium crinitum,M,N
2315,"Coastal Wallflower, Sanddune wallflower, Contra Costa wallflower, San Luis Obispo wallflower, Pursh'",Erysimum capitatum,DM,N
2316,"Wallflower, Aegean wallflower",Erysimum cheiri,DM,N
2317,Siberian Wallflower,Erysimum x allionii,DM,N
2318,"Coral Tree, Crybabytree",Erythrina crista-galli,M,N
2319,"Coral Bean, Swamp Immortelle",Erythrina fusca,DM,N
2320,"Cardinal Spear, Redcardinal",Erythrina herbacea,M,SN
2321,Dadap. December tree,Erythrina subumbrans,DM,N
2322,Mulungu,Erythrina verna,DM,N
2323,"Coca, Little Coca",Erythroxylum coca,M,N
2324,Californian Poppy,Eschscholzia californica,DM,N
2325,"Chiotilla, Jiotilla",Escontria chiotilla,DM,SN
2326,Cape York red gum,Eucalyptus brassiana,DM,N
2327,Cider Gum,Eucalyptus gunnii,DMWe,N
2328,"Coolabah, Coolibah, Flooded Box, Coolibah",Eucalyptus microtheca,M,N
2329,"Cabbage Gum, Snow gum",Eucalyptus pauciflora,DMWe,N
2330,"Thoroughwort, Boneset,  Common boneset",Eupatorium perfoliatum,M,SN
2331,Candelabra Spurge,Euphorbia abyssinica,D,SN
2332,Candelilla,Euphorbia antisyphilitica,DM,N
2333,Caustic Weed,Euphorbia drummondii,DM,N
2334,"Caper Spurge, Moleplant",Euphorbia lathyris,DM,SN
2335,Thymeleaf Sandmat,Euphorbia serpyllifolia,DM,N
2336,Coast Ballart,Exocarpus syrticola,M,SN
2337,Cluster Fig,Ficus racemosa,M,SN
2338,"Chinese Parasol Tree, Chinese parasoltree, Japanese Varnish Tree, Chinese  Parasol Tree",Firmiana simplex,M,SN
2339,Enoki-mame,Flemingia macrophylla,MWe,SN
2340,Round Kumquat,Fortunella japonica,M,SN
2341,Californian Strawberry,Fragaria californica,M,SN
2342,"Flannel Flower, California flannelbush, Common Flannel Bush",Fremontodendron californicum,DM,SN
2343,"Chocolate Lily, Checker lily",Fritillaria affinis,M,SN
2344,Chuan Bei Mu,Fritillaria cirrhosa,M,SN
2345,"Crown Imperial, Imperial fritillary, Crown Imperial Fritillary",Fritillaria imperialis,DM,SN
2346,Cocuiza,Furcraea acaulis,DM,SN
2347,Cabuya,Furcraea cabuya,DM,SN
2348,"Common Hemp Nettle, Brittlestem hempnettle",Galeopsis tetrahit,M,SN
2349,"Coast Silk Tassel, Wavyleaf silktassel",Garrya elliptica,DM,FSN
2350,Creeping Snowberry,Gaultheria hispidula,MWe,S
2351,Creeping Snowberry,Gaultheria japonica,MWe,S
2352,"Checkerberry, Eastern teaberry, Teaberry, Creeping Wintergreen",Gaultheria procumbens,DM,FS
2353,"Creeping broom, Creeping hairy broom",Genista pilosa procumbens,DM,SN
2354,"Winged Broom, Arrow Broom",Genista sagittalis,DM,SN
2355,"Closed Bottle Gentian, Dakota gentian",Gentiana andrewsii,M,SN
2356,"Cut-Leafed Cranesbill, Cutleaf geranium",Geranium dissectum,M,N
2357,Chilean Hazel,Gevuina avellana,M,S
2358,Clumping bamboo,Gigantochloa albociliata,M,SN
2359,Clumping Bamboo,Gigantochloa balui,M,N
2360,Cornflag,Gladiolus dalenii,M,N
2361,Caspian Locust,Gleditsia caspica,DM,N
2362,Creeping mannagrass,Glyceria acutiflora,WeWa,N
2363,Chinese Swamp Cypress,Glyptostrobus pensilis,WeWa,N
2364,"Creeping Lady's Tresses, Lesser rattlesnake plantain",Goodyera repens,DM,SN
2365,"Kobo Tree, Sierra Leone gum copal",Guibourtia copallifera,M,N
2366,"Longevity Spinach, Sambung Nyawa",Gynura procumbens,M,SN
2367,Caucasian spinach,Hablitzia tamnoides,M,FSN
2368,Cork Tree,Hakea suberea,M,SN
2369,"Coral Pea, Purple Coral Pea, False Sarsaparilla, Vine Lilac",Hardenbergia violacea,M,SN
2370,"Common Rockrose, Sun Rose, Rock  Rose",Helianthemum nummularium,M,SN
2371,Cusick's sunflower,Helianthus cusickii,DM,N
2372,Common Everlasting Flower,Helichrysum apiculatum,M,SN
2373,Curry Plant,Helichrysum italicum,DM,N
2374,Citron daylily,Hemerocallis citrina,DM,SN
2375,"Common Day Lily, Orange daylily, Tawny Daylily,  Double Daylily",Hemerocallis fulva,DM,SN
2376,Coastal Day Lily,Hemerocallis littorea,DM,SN
2377,"Cow Parsnip, Eltrot",Heracleum sphondylium,M,FSN
2378,Cow Parsnip,Heracleum sphondylium montanum,M,FSN
2379,Cranberry Hibiscus,Hibiscus acetosella,M,N
2380,"Cotton Rose, Dixie rosemallow",Hibiscus mutabilis,M,N
2381,"Monarch Rosemallow. Ruby hibiscus, Clavelina",Hibiscus radiatus,M,SN
2382,"Chinese Hibiscus, Shoeblackplant, Hawaiian Hibiscus, Tropical Hibiscus, China Rose, Rose-of-China, S",Hibiscus rosa-sinensis,M,N
2383,Chinese Sea Buckthorn,Hippophae sinensis,DMWe,N
2384,"Common Marestail, Common mare's-tail",Hippuris vulgaris,WeWa,N
2385,"Creambush, Oceanspray",Holodiscus discolor,M,SN
2386,Chaulmugra,Hydnocarpus kurzii,M,SN
2387,"Cat's Breeches, Ballhead waterleaf, Alpine waterleaf, Thompson's waterleaf",Hydrophyllum capitatum,M,S
2388,Yellow Pitaya,Hylocereus megalanthus,DM,N
2389,"Dragon Fruit, Red Pitaya",Hylocereus undatus,DM,SN
2390,Copal,Hymenaea martiana,M,N
2391,Doum Palm. Gingerbread palm.,Hyphaene thebaica,DM,N
2392,Cat's Ear,Hypochoeris radicata,DM,N
2393,"Candytuft, Globe candytuft",Iberis umbellata,DM,N
2394,"Cassine, Dahoon, Cassine Holly",Ilex cassine,M,SN
2395,"Cogongrass, Japanese Blood Grass",Imperata cylindrica,DM,N
2396,Chinese indigo,Indigofera decora,M,N
2397,"Creeping indigo, spicate indigo, trailing indigo",Indigofera hendecaphylla,DM,FSN
2398,"Moonflower, Tropical white morning-glory",Ipomoea alba,M,N
2399,"Wild Potato Vine, Man of the earth",Ipomoea pandurata,M,N
2400,"Common Morning Glory, Tall morning-glory",Ipomoea purpurea,M,N
2401,"Crested Iris, Dwarf crested iris",Iris cristata,M,SN
2402,Cumala,Iryanthera laevis,M,N
2403,Giant Sumpweed,Iva xanthifolia,M,SN
2404,Creeping lettuce,Ixeris stolonifera,M,SN
2405,"Physic Nut, Barbados Nut",Jatropha curcas,D,N
2406,"Chilean Wine Palm, Chile cocopalm",Jubaea chilensis,M,N
2407,"California Walnut, Southern California walnut",Juglans californica,M,N
2408,Chinese Walnut,Juglans cathayensis,M,N
2409,Common rush,Juncus conglomeratus,MWeWa,SN
2410,"Californian Juniper, Chuperosa",Juniperus californica,DM,N
2411,"Chinese Juniper, Sargent juniper",Juniperus chinensis,DM,N
2412,"Creeping Juniper, Horizontal Juniper",Juniperus horizontalis,DM,N
2413,"Common Lespedeza, Japanese clover",Kummerowia striata,M,SN
2414,"Scotch Laburnum, Alpine Bea Tree, Alpine Golden Chain Tree",Laburnum alpinum,DM,SN
2415,Canada Lettuce,Lactuca canadensis,M,SN
2416,Celtuce,Lactuca sativa angustana,M,SN
2417,Cabbage Lettuce,Lactuca sativa capitata,M,SN
2418,Cutting Lettuce,Lactuca sativa crispa,M,SN
2419,Cos Lettuce,Lactuca sativa longifolia,M,SN
2420,"Crepe Myrtle, Crepeflower",Lagerstroemia indica,DM,N
2421,"Wild Sage, Lantana Verbena",Lantana camara,DMWe,SN
2422,Chilean Bellflower,Lapageria rosea,DM,FS
2423,Canadian Wood Nettle,Laportea canadensis,M,SN
2424,Creosote Bush - Chaparral,Larrea tridentata,M,SN
2425,"Chickling Vetch, Red pea",Lathyrus cicera,M,N
2426,Cream Peavine,Lathyrus ochroleucas,M,SN
2427,Cyprus Vetch,Lathyrus ochrus,DM,N
2428,"Chickling Pea, White pea",Lathyrus sativus,M,N
2429,Chilean Laurel,Laurelia sempervirens,M,SN
2430,Coco de mono,Lecythis minor,M,N
2431,Paradise Nut. Brazilian Monkey Pot,Lecythis pisonis,MWe,N
2432,Corkwood,Leitneria floridana,MWe,SN
2433,"Motherwort, Common motherwort",Leonurus cardiaca,M,SN
2434,"Chinese Motherwort, Honeyweed",Leonurus sibiricus,M,SN
2435,Common Pepperweed,Lepidium densiflorum,DM,SN
2436,Clasping pepperweed,Lepidium perfoliatum,M,SN
2437,"Cress, Gardencress pepperweed",Lepidium sativum,M,SN
2438,Coast Sword-Sedge,Lepidosperma gladiatum,M,SN
2439,"Grey sedge, Cicao",Lepironia articulata,MWeWa,SN
2440,"Coast Tea Tree, Australian teatree",Leptospermum laevigatum,M,N
2441,"Chinese Lespedeza, Sericea lespedeza",Lespedeza cuneata,M,N
2442,"Chinese Lespedeza, Juncea lespedeza",Lespedeza juncea,M,N
2443,"Shasta Daisy, Max chrysanthemum",Leucanthemum maximum,M,N
2444,"Ox-Eye Daisy, Marguerite",Leucanthemum vulgare,M,N
2445,Coastal Doghobble,Leucothoe axillaris,M,S
2446,"Columbian Bitterroot, Columbian lewisia, Wallowa lewisia",Lewisia columbiana,M,SN
2447,Chapman's Blazing Star,Liatris chapmanii,DM,SN
2448,Canadian Licorice Root,Ligusticum canadense,M,SN
2449,Chuang Xiong,Ligusticum sinense,M,N
2450,Chuan Xiong,Ligusticum wallichii,M,N
2451,"Chinese Privet, Glossy privet, White Wax Tree, Tree  Ligustrum",Ligustrum lucidum,M,FSN
2452,Chinese Privet,Ligustrum sinense,M,SN
2453,"Columbia Tiger Lily, Columbia lily, Oregon Lily,  Tiger Lily",Lilium columbianum,M,SN
2454,Coral Lily,Lilium pumilum,M,N
2455,"Cabbage Palm, Australian Palm, Gippsland Palm",Livistona australis,DM,SN
2456,Cardinal Flower,Lobelia cardinalis,MWeWa,SN
2457,Common Lomatium,Lomatium utriculatum,DM,N
2458,Loofah,Luffa aegyptiaca,M,N
2459,Ragged Robin,Lychnis flos-cuculi,MWe,SN
2460,"Christmas Berry, Carolina desert-thorn",Lycium carolinianum,M,N
2461,"Chinese Boxthorn, Chinese desert-thorn",Lycium chinense,M,N
2462,Currant Tomato,Lycopersicon pimpinellifolium,M,N
2463,"Common Club Moss, Running clubmoss",Lycopodium clavatum,M,FS
2464,Club Moss,Lycopodium serratum,M,FS
2465,Clasping water horehound,Lycopus amplectens,MWe,SN
2466,"Creeping Jenny, Moneywort, Creeping Charlie",Lysimachia nummularia,MWeWa,SN
2467,"Chinese Yellow Wood, Amur maackia",Maackia amurensis,DM,N
2468,Celebes nut,Macadamia hildebrandii,MWe,N
2469,"Cockspur Thorn, Thorny Cockspur",Maclura cochinchinensis,,N
2470,"Common Madia, Showy tarweed, Spring madia, Wheeler's tarweed",Madia elegans,M,SN
2471,"Chile Tarweed, Coast tarweed",Madia sativa,M,N
2472,"Cucumber Tree, Cucumber Magnolia",Magnolia acuminata,M,SN
2473,Chinese hollygrape,Mahonia lomariifolia,M,SN
2474,"California Barberry, Wavyleaf barberry, Island barberry, Creeping Holly Grape",Mahonia pinnata,M,SN
2475,"Creeping Oregon Grape, Creeping barberry, Grape Oregon",Mahonia repens,DM,SN
2476,"Canada Beadruby, Canada mayflower",Maianthemum canadense,M,FS
2477,"Chinese Crab, Siberian crab apple",Malus baccata,M,SN
2478,Hawthorn-leaf crab apple,Malus florentina,MWe,SN
2479,"Chinese Crab, Chinese crab apple, Tea Crabapple,  Flowering Tea Crabapple",Malus hupehensis,M,SN
2480,"Chinese Apple, Plumleaf crab apple",Malus prunifolia,M,SN
2481,Chinese Apple,Malus prunifolia rinkii,M,SN
2482,Crab Apple,Malus pumila nervosa,M,SN
2483,Crabapple,Malus sieversii,M,SN
2484,"Chinese Flowering Apple, Asiatic apple",Malus spectabilis,M,SN
2485,"Crab Apple, European crab apple",Malus sylvestris,M,SN
2486,Cutleaf crab apple,Malus toringoides,M,SN
2487,,Malus trilobata,M,SN
2488,Crabapple,Malus yunnanensis,M,SN
2489,"Cheeseweed, Cheeseweed mallow",Malva parviflora,M,SN
2490,"Chinese Mallow, Cluster mallow",Malva verticillata,M,SN
2491,"Ceara Rubber Tree, Tree cassava",Manihot carthaginensis glaziovii,DMWe,N
2492,"Cassava, Tapioca Plant, Yuca",Manihot esculenta,DM,FSN
2493,"Cow Tree, Massaranduba. Black balata",Manilkara huberi,M,N
2494,"Chilicothe,  Cucamonga manroot",Marah macrocarpus,DM,N
2495,"Common Nardoo, Nardoo",Marsilea drummondii,WeWa,SN
2496,"Stock, Tenweeks stock, Gillyflower, Brompton Stock",Matthiola incana,M,N
